sample_id,candidate_tag,no_keyword_flag,question,options_text,answer_idx,answer,meta_info,source_file,parametric_prior_disease_query,patient_profile_json,gold_admissible_set_json,gold_per_action_status_json,gold_scsr_needed,gold_scsr_query,gold_memory_conflict_label,reviewer,notes
MACB-028,SC_ABSOLUTE_CAND,false,"Ten days after delivery, a 1500-g (3.3-lb) male newborn is feeding poorly. He was born at 32 weeks' gestation. He has had frequent episodes of vomiting for the past 2 days. He has no fever, diarrhea, or hematemesis. He appears lethargic and is difficult to arouse. His temperature is 37°C (98.6°F), pulse is 145/min, respirations are 65/min, and blood pressure is 78/55 mm Hg. The lungs are clear to auscultation. The abdomen is hard with rebound tenderness. The patient is responsive only to painful stimuli. His hemoglobin concentration is 13.0 g/dL, leukocyte count is 10,900/mm3, and platelet count is 90,000/mm3. Arterial blood gas analysis on room air shows:
pH 7.31
PCO2 30 mm Hg
PO2 80 mm Hg
O2 saturation 98%
An x-ray of the abdomen is shown. Which of the following is the most appropriate treatment?""","A: Nasogastric tube gut decompression | B: Exploratory laparotomy | C: Administration of ampicillin, gentamicin, and metronidazole | D: Supportive care | E: Barium enema
""",B,Exploratory laparotomy,step2&3,data_clean/questions/US/dev.jsonl,What is the standard treatment for necrotizing enterocolitis in a newborn?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 0.027, ""other_constraints"": [""premature newborn (32 weeks gestation)"", ""low birth weight (1500g)"", ""thrombocytopenia (platelets 90,000)"", ""lethargic/difficult to arouse""]}","[""B""]","{""A"": ""NOT_APPLICABLE"", ""B"": ""ADMISSIBLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""INADMISSIBLE_ABS""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,This is classic necrotizing enterocolitis (NEC) with clear surgical indications - hard abdomen with rebound tenderness (peritonitis) and altered mental status in a premature infant require emergent exploratory laparotomy rather than conservative management.
MACB-029,SC_ABSOLUTE_CAND,false,"A 31-year-old gravida 2 para 2 woman presents to her primary care physician for follow up. Two weeks ago, she gave birth via vaginal delivery to a 9.5 lb (4.3 kg) male infant. The delivery was complicated by a vaginal laceration that required extensive suturing once the infant was delivered. Immediately after delivery of the placenta she experienced intense shaking and chills that resolved within 1 hour. She has felt well since the delivery but admits to 6 days of malodorous smelling vaginal discharge that is tan in color. She has a history of vaginal candidiasis and is worried that it may be recurring. Her temperature is 98.8°F (37.1°C), blood pressure is 122/73 mmHg, pulse is 88/min, respirations are 16/min, and BMI is 33 kg/m^2. Speculum exam reveals a 1.5 cm dark red, velvety lesion on the posterior vaginal wall with a tan discharge. The pH of the discharge is 6.4. Which of the following is the most likely diagnosis?",A: Bacterial vaginosis | B: Endometritis | C: Rectovaginal fistula | D: Vaginal melanoma | E: Vesicovaginal fistula,C,Rectovaginal fistula,step2&3,data_clean/questions/US/dev.jsonl,What is the standard treatment for a vaginal lesion suspicious for clear cell adenocarcinoma in a postpartum patient?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 31, ""other_constraints"": [""2 weeks postpartum from vaginal delivery"", ""BMI 33 kg/m2"", ""history of vaginal candidiasis""]}",[],"{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NOT_APPLICABLE,auto:MiniMax-M2.5,"Classic presentation of rectovaginal fistula: recent postpartum vaginal delivery with trauma (laceration requiring extensive suturing), malodorous tan discharge, and velvety lesion representing granulation tissue at the fistula site. The elevated pH 6.4 supports the presence of fistula allowing vaginal entry of material with higher pH. This is a diagnostic question, so all treatment-based options are not applicable."
MACB-030,SC_ABSOLUTE_CAND,false,"A 36-year-old woman, gravida 3, para 2, at 31 weeks' gestation comes to the emergency department because of painless, bright red vaginal bleeding for one day. She has not felt any contractions. Her other children were delivered by Cesarean section because of breech position. Fetal heart rate is reactive with no decelerations. Which of the following findings is most likely on ultrasound?",A: Retroplacental hematoma | B: Adnexal bleeding | C: Placenta over the cervical os | D: Gestational sac in a dilated cervix | E: Membranous umbilical vessels,C,Placenta over the cervical os,step1,data_clean/questions/US/dev.jsonl,What ultrasound finding is characteristic of placenta previa?,"{""allergies"": [], ""pregnancy"": true, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 36, ""other_constraints"": [""31 weeks gestation"", ""painless vaginal bleeding"", ""two prior cesarean deliveries""]}",[],"{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NOT_APPLICABLE,auto:MiniMax-M2.5,"Classic presentation of placenta previa (painless 3rd trimester bleeding). Ultrasound would show placenta covering the internal cervical os. This is a diagnostic question about ultrasound findings, so all options are NOT_APPLICABLE for treatment classification."
MACB-031,SC_ABSOLUTE_CAND,false,"A 24-year-old G2P1 woman at 39 weeks’ gestation presents to the emergency department complaining of painful contractions occurring every 10 minutes for the past 2 hours, consistent with latent labor. She says she has not experienced vaginal discharge, bleeding, or fluid leakage, and is currently taking no medications. On physical examination, her blood pressure is 110/70 mm Hg, heart rate is 86/min, and temperature is 37.6°C (99.7°F). She has had little prenatal care and uses condoms inconsistently. Her sexually transmitted infections status is unknown. As part of the patient’s workup, she undergoes a series of rapid screening tests that result in the administration of zidovudine during delivery. The infant is also given zidovudine to reduce the risk of transmission. A confirmatory test is then performed in the mother to confirm the diagnosis of HIV. Which of the following is most true about the confirmatory test?","A: It determines the genotype of the virus | B: It is a Southwestern blot, identifying the presence of DNA-binding proteins | C: It is a Northern blot, identifying the presence of RNA | D: It is a Northern blot, identifying the presence of DNA | E: It is an HIV-1/HIV2 antibody differentiation immunoassay",E,It is an HIV-1/HIV2 antibody differentiation immunoassay,step1,data_clean/questions/US/test.jsonl,What is the standard antiretroviral therapy for HIV infection in pregnant women?,"{""allergies"": [], ""pregnancy"": true, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 24, ""other_constraints"": [""Unknown HIV status at presentation"", ""39 weeks gestation"", ""little prenatal care"", ""inconsistent condom use""]}",[],"{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NOT_APPLICABLE,auto:MiniMax-M2.5,"This is a DIAGNOSTIC question about HIV confirmatory testing. The correct answer is E - HIV-1/HIV2 antibody differentiation immunoassay, which is the standard confirmatory test after rapid screening identifies HIV antibodies. All options are NOT_APPLICABLE because this is not a TREATMENT question."
MACB-032,SC_ABSOLUTE_CAND,false,A previously healthy 2-month-old boy is brought to the physician because of a 10-day history of poor feeding. He used to feed for 20 minutes but now needs 40 minutes. He struggles to breathe and sweats while feeding. He was born at 38 weeks' gestation. He is at the 20th percentile for length and 10th percentile for weight. His vital signs are within normal limits. Pulse oximetry on room air shows an oxygen saturation of 98%. A grade 3/6 holosystolic murmur is heard at the left lower sternal border. An ECG shows left-axis deviation. An x-ray of the chest shows an enlarged left atrium and ventricle and increased pulmonary vascular markings. Doppler echocardiography confirms the presence of an intracardiac shunt. Which of the following is the most likely explanation for the direction of flow of blood across this shunt?,A: Closure of the ductus arteriosus | B: Communication between the right and left atria | C: Right ventricular outflow tract obstruction | D: Increase in pulmonary vascular resistance | E: Decrease in pulmonary vascular resistance,E,Decrease in pulmonary vascular resistance,step2&3,data_clean/questions/US/dev.jsonl,What is the standard treatment for a ventricular septal defect?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 0.17, ""other_constraints"": []}",[],"{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NOT_APPLICABLE,auto:MiniMax-M2.5,"This is a pathophysiology question asking why blood flows left-to-right across a VSD (due to normal postnatal decrease in pulmonary vascular resistance), not a treatment question. All options describe anatomical lesions or physiological states rather than treatments, so none are admissible treatments."
MACB-033,SC_ABSOLUTE_CAND,false,"A 24-year-old female with a history of recurrent infections, bipolar disorder, and no prenatal care gives birth to a male infant. On physical exam in the delivery room, you observe a tuft of hair over the infant's lumbosacral region. Which of the following drugs was this mother most likely taking during pregnancy?",A: Chloramphenicol | B: Gentamicin | C: Lithium | D: Valproate | E: Folic acid,D,Valproate,step1,data_clean/questions/US/dev.jsonl,What is the standard treatment for neural tube defects (spina bifida) in infants?,"{""allergies"": [], ""pregnancy"": true, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 24, ""other_constraints"": [""history of bipolar disorder"", ""no prenatal care"", ""recurrent infections history""]}",[],"{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NOT_APPLICABLE,auto:MiniMax-M2.5,"The question asks which drug the mother was taking during pregnancy based on the finding of a tuft of hair over the infant's lumbosacral region (a marker for spina bifida). Valproate is a known teratogen that causes neural tube defects. Since this is a diagnostic/etiologic question rather than a treatment selection question, all drug options should be marked NOT_APPLICABLE."
MACB-034,SC_ABSOLUTE_CAND,false,"A 29-year-old G1P0 woman is giving birth at 38 weeks gestation to a  boy via vaginal delivery. As soon as the infant is clear of the vagina, a congenital malformation of the abdomen is observed. The infant is removed from the delivery room for further evaluation. Visual inspection shows loops of intestine protruding out of his abdomen on the right side. His APGAR scores are 7 at 1 minute and 9 at 5 minutes. His heart rate is 125/min, and his respirations are 45/min. All reflexes appear normal. There are no other visible defects. Which of the following is the most appropriate next step in management?",A: Wrap the intestines in a sterile bowel bag | B: Transfer the newborn to the NICU | C: Start IV fluids | D: Place the newborn under a warmer | E: Transfer the newborn for immediate surgery,A,Wrap the intestines in a sterile bowel bag,step2&3,data_clean/questions/US/test.jsonl,What is the standard immediate management for a newborn with gastroschisis?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 0, ""other_constraints"": [""newborn with gastroschisis - exposed abdominal viscera""]}","[""A""]","{""A"": ""ADMISSIBLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,"Gastroschisis with protruding bowel requires immediate coverage with sterile moist dressing/bowel bag to prevent infection, drying, and thermal loss. This is the standard immediate management before surgical repair."
MACB-035,SC_ABSOLUTE_CAND,false,"A 32-year-old woman, gravida 2, para 1, at 40 weeks' gestation is admitted to the hospital 30 minutes after spontaneous rupture of membranes without labor pains. She delivered her first child vaginally at 38 weeks' gestation. Pregnancy was complicated by hypothyroidism. She has no other history of serious illness. Medications include levothyroxine and a multivitamin. Her pulse is 90/min, respirations are 16/min, and blood pressure is 134/76 mm Hg. Pelvic examination shows a uterus consistent in size with a 40 week gestation. A cardiotocography reading is shown. Which of the following is the most likely cause of the cardiotocography findings?",A: Umbilical cord compression | B: Fetal hypothyroidism | C: Fetal head compression | D: Uteroplacental insufficiency | E: Fetal CNS depression,A,Umbilical cord compression,step2&3,data_clean/questions/US/dev.jsonl,What is the standard treatment for term prelabor rupture of membranes?,"{""allergies"": [], ""pregnancy"": true, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 32, ""other_constraints"": [""hypothyroidism on levothyroxine"", ""40 weeks gestation"", ""spontaneous rupture of membranes 30 minutes ago without labor""]}",[],"{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NOT_APPLICABLE,auto:MiniMax-M2.5,"This is a diagnostic question asking for the etiology of cardiotocography findings (variable decelerations indicative of cord compression), not a treatment question. The correct answer is A (umbilical cord compression), but since all options are diagnostic/etiologic rather than treatment interventions, they are all NOT_APPLICABLE per annotation guidelines."
MACB-036,SC_ABSOLUTE_CAND,false,"A 28-year-old G1P0 woman at 12 weeks estimated gestational age presents with malaise, joint pain, fever, and chills for the past 3 days. Physical examination reveals a mild lace-like rash and arthritis. The patient mentions her friend who is a medical student told her that her symptoms are suggestive of a parvovirus B19 infection which may adversely affect her baby. Which of the following statements regarding the effect of parvovirus B19 infection in this pregnant patient is correct?",A: It can lead to hydrops fetalis secondary to fetal anemia. | B: It can cause aplastic crisis in the neonate. | C: Physical malformations are frequently associated with congenital infection. | D: Fetal loss occurs in more than 40% of primary infections. | E: The neonate may be born with a typical slapped-cheek rash.,A,It can lead to hydrops fetalis secondary to fetal anemia.,step1,data_clean/questions/US/test.jsonl,What is the standard treatment/management for parvovirus B19 infection in pregnancy?,"{""allergies"": [], ""pregnancy"": true, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 28, ""other_constraints"": [""G1P0 nulliparous"", ""12 weeks gestational age""]}",[],"{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NOT_APPLICABLE,auto:MiniMax-M2.5,"This is a PROGNOSIS question asking about the effects of parvovirus B19 infection in pregnancy. The correct answer is A - parvovirus B19 can cause hydrops fetalis secondary to fetal anemia, which is the most serious fetal complication. Options C, D, and E are factually incorrect (no malformations, fetal loss ~5-10% not >40%, neonates don't present with slapped-cheek rash)."
MACB-037,SC_ABSOLUTE_CAND,false,"A 25-year-old primigravida is admitted to the hospital at 36 weeks gestation after a generalized tonic-clonic seizure. She is conscious, but lethargic and complains of a headache that started 2 hours prior to the seizure. She denies alcohol intake or drug use. She has no history of convulsive disorders and the antepartum course has been unremarkable. She was compliant with the recommended prenatal care and her last prenatal visit was 2 weeks ago. She has gained 2 kg (4.4 lb) since her last visit. The blood pressure was 160/90 mm Hg, the heart rate was 79/min, the respiratory rate was 14/min, and the temperature was 37.0℃ (98.6℉). The physical examination shows leg and perineal edema. The neurologic examination is significant for symmetric upper and lower extremity hyperreflexia and ankle clonus. Which of the following laboratory findings would be most common in this patient?",A: Elevated transaminases | B: Leukocytosis | C: Hematuria | D: Hyponatremia | E: Proteinuria,E,Proteinuria,step2&3,data_clean/questions/US/test.jsonl,What is the first-line treatment for eclampsia in a pregnant patient?,"{""allergies"": [], ""pregnancy"": true, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 25, ""other_constraints"": [""eclampsia at 36 weeks gestation"", ""severe hypertension (160/90 mm Hg)"", ""generalized tonic-clonic seizure"", ""edema, hyperreflexia, ankle clonus""]}",[],"{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NOT_APPLICABLE,auto:MiniMax-M2.5,"This is a diagnostic question asking about the most common laboratory finding in eclampsia. Proteinuria is a cardinal feature of preeclampsia/eclampsia and is part of the diagnostic criteria. The LLM prior discusses treatment (magnesium sulfate) but the question is about diagnostic lab findings, so it's not applicable."
MACB-038,SC_ABSOLUTE_CAND,false,"A 2-day-old boy was born at 38 weeks gestation to a 37-year-old woman by vaginal delivery. Since birth, the boy has had difficulty latching onto the breast but has not vomited or passed meconium. Examination reveals a flat facial profile with epicanthal eyelids, low-set earlobes, and a transverse crease on each palm. The abdomen is distended with absent breath sounds in the hypogastric region. A digital rectal examination shows a patent anal canal and is followed by a projected expulsion of gas and stool. What is the most likely mechanism underlying this patient’s findings?",A: Hypertrophic pylorus causing retrograde flow of gastric contents | B: Inspissated meconium causing intestinal obstruction | C: Failure of neural crest cell migration during embryologic development | D: Atresia of the duodenum | E: Telescoping of 2 parts of the intestine into each other,C,Failure of neural crest cell migration during embryologic development,step2&3,data_clean/questions/US/dev.jsonl,What is the standard surgical treatment for duodenal atresia in newborns?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 0, ""other_constraints"": [""Newborn - 2 days old, born at 38 weeks gestation""]}",[],"{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NOT_APPLICABLE,auto:MiniMax-M2.5,"This is a diagnostic question asking for the mechanism underlying the findings. The clinical features (flat facial profile, epicanthal folds, low-set ears, transverse palmar creases) indicate Down syndrome. The question is about etiology/pathophysiology, not treatment, making all options NOT_APPLICABLE for treatment classification."
MACB-039,SC_ABSOLUTE_CAND,false,"A 5-month-old boy is brought to the physician with a 3-day history of fever and cough. His mother reports that he has had multiple episodes of loose stools over the past 3 months. He has been treated for otitis media 4 times and bronchiolitis 3 times since birth. He was born at 37 weeks' gestation, and the neonatal period was uncomplicated. He is at the 10th percentile for height and 3rd percentile for weight. His temperature is 38.3°C (100.9°F), pulse is 126/min, and respirations are 35/min. Examination shows an erythematous scaly rash over his trunk and extremities. The white patches on the tongue and buccal mucosa bleed when scraped. Inspiratory crackles are heard in the right lung base. An X-ray of the chest shows an infiltrate in the right lower lobe and an absent thymic shadow. Which of the following is the most likely definitive treatment for this patient’s condition?",A: Hematopoietic cell transplantation | B: Interferon-γ therapy | C: Intravenous immune globulin | D: Leucovorin supplementation | E: Thymic transplantation,A,Hematopoietic cell transplantation,step2&3,data_clean/questions/US/test.jsonl,What is the standard definitive treatment for a young infant with severe combined immunodeficiency (SCID)?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 0.42, ""other_constraints"": [""Severe Combined Immunodeficiency (SCID) - implied by absent thymic shadow, recurrent infections, failure to thrive, chronic diarrhea, and candidiasis""]}","[""A""]","{""A"": ""ADMISSIBLE"", ""B"": ""INADMISSIBLE_REL"", ""C"": ""INADMISSIBLE_REL"", ""D"": ""INADMISSIBLE_ABS"", ""E"": ""INADMISSIBLE_REL""}",false,,NOT_APPLICABLE,auto:MiniMax-M2.5,"Patient presents with classic SCID (absent thymic shadow, recurrent infections, chronic diarrhea, thrush, failure to thrive). Hematopoietic cell transplantation is the definitive treatment for SCID; other options are either not indicated or relatively contraindicated."
MACB-040,SC_ABSOLUTE_CAND,false,"A 32-year-old primigravid woman at 16 weeks' gestation comes to the physician for a routine prenatal visit. She is asymptomatic and has no history of serious illness. Her only medication is a prenatal vitamin. Her temperature is 37.2°C (99°F) and blood pressure is 108/60 mm Hg. Pelvic examination shows a uterus consistent in size with a 16-week gestation. A quadruple screening test shows maternal serum AFP of 3 times the median and normal levels of serum β-hCG, estriol, and inhibin A. Which of the following is most likely to account for these findings?",A: Fetal hydrocephalus | B: Partial molar pregnancy | C: Neural tube defect | D: Trisomy 18 | E: Trisomy 21,C,Neural tube defect,step2&3,data_clean/questions/US/test.jsonl,What is the standard treatment for a fetus diagnosed with a neural tube defect based on elevated maternal serum AFP?,"{""allergies"": [], ""pregnancy"": true, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 32, ""other_constraints"": [""16 weeks gestation"", ""primigravida"", ""no significant medical history""]}",[],"{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NOT_APPLICABLE,auto:MiniMax-M2.5,"Quadruple screen showing elevated AFP (3x median) with normal β-hCG, estriol, and inhibin A is classic for neural tube defect. This is a DIAGNOSTIC question asking for the most likely diagnosis, not a TREATMENT question, so all options are correctly classified as NOT_APPLICABLE."
MACB-041,SC_ABSOLUTE_CAND,false,"A 24-year-old woman who is 16 weeks pregnant comes to your office requesting a referral for an abortion. Upon questioning she states that she is scared that her baby will be ""deformed"" because on routine screening she was found to have an elevated level of alpha-fetoprotein. What is the most likely cause of this lab abnormality in this patient?",A: Trisomy 13 | B: Trisomy 18 | C: Trisomy 21 | D: Neural tube defect | E: Inaccurate gestational age,E,Inaccurate gestational age,step1,data_clean/questions/US/dev.jsonl,What is the standard evaluation and management for an elevated alpha-fetoprotein level in a pregnant patient at 16 weeks gestation?,"{""allergies"": [], ""pregnancy"": true, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 24, ""other_constraints"": [""16 weeks pregnant"", ""elevated alpha-fetoprotein on routine screening""]}",[],"{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NOT_APPLICABLE,auto:MiniMax-M2.5,"This is a diagnostic question asking for the most likely cause of elevated AFP. Options A-D represent diagnoses/conditions and are not treatments. Since the question type is DIAGNOSTIC, not TREATMENT, all options are NOT_APPLICABLE. The correct answer is inaccurate gestational age, a well-established cause of elevated AFP in otherwise normal pregnancies."
MACB-042,SC_ABSOLUTE_CAND,false,"A 25-year-old man presents to his primary care provider complaining of several weeks of intense itching, particularly localized around his anus. Of note, the patient denies any recent travel, sexual contacts, fever, dysuria, or diarrhea. His temperature is 98.1°F (36.7°C), blood pressure is 110/70 mmHg, pulse is 65/min, and respirations are 12/min. On exam, the patient demonstrates severe excoriations in his perianal region with slight erythema over the areas that are torn. He does not have any other dermatologic findings. The scotch tape test is positive. The patient has a previous documented allergy to albendazole. Which of the following is an alternative medication that can be used?",A: Amphotericin B | B: Diethylcarbamazine | C: Ivermectin | D: Praziquantel | E: Pyrantel pamoate,E,Pyrantel pamoate,step1,data_clean/questions/US/test.jsonl,What is the first-line pharmacologic treatment for Enterobius vermicularis (pinworm) infection?,"{""allergies"": [""albendazole""], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 25, ""other_constraints"": []}","[""E""]","{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""ADMISSIBLE""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,"The scotch tape test positive with perianal itching confirms pinworm (Enterobius vermicularis) infection. Standard treatments are albendazole or mebendazole, but the patient has albendazole allergy. Pyrantel pamoate is an acceptable alternative antihelminthic for pinworm infection. Other options target different parasites (filaria, schistosomes, etc.) and are not treatments for enterobiasis."
MACB-043,SC_ABSOLUTE_CAND,false,A 9-month-old boy is brought to the physician by his mother because of intermittent watery diarrhea for several months. Pregnancy and delivery were uncomplicated. He was diagnosed with eczematous dermatitis at 3 months old. His height and weight are below the 5th percentile. Immunologic evaluation shows a defect in activated regulatory T cells. A genetic analysis shows a mutation in the FOXP3 gene. This patient is at increased risk for which of the following?,A: Hemorrhagic diathesis | B: Ocular telangiectasias | C: Autoimmune endocrinopathy | D: Retained primary teeth | E: Anaphylaxis to blood transfusions,C,Autoimmune endocrinopathy,step1,data_clean/questions/US/test.jsonl,"What is the standard treatment for IPEX syndrome (immune dysregulation, polyendocrinopathy, enteropathy, X-linked)?","{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 0.75, ""other_constraints"": [""IPEX syndrome (FOXP3 mutation)"", ""Failure to thrive (height and weight <5th percentile)"", ""Eczematous dermatitis"", ""Defect in activated regulatory T cells""]}",[],"{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NOT_APPLICABLE,auto:MiniMax-M2.5,"This is a PROGNOSIS question asking about complications. The patient has IPEX syndrome (FOXP3 mutation), characterized by autoimmune polyendocrinopathy. Option C (autoimmune endocrinopathy) is the correct answer as it describes the hallmark feature of IPEX - autoimmune endocrine disorders like type 1 diabetes and thyroiditis. Since none of the options are treatments, all are NOT_APPLICABLE for treatment classification."
MACB-044,SC_ABSOLUTE_CAND,false,"A 2,300 g (5 lb) male newborn is delivered to a 29-year-old primigravid woman. The mother has HIV and received triple antiretroviral therapy during pregnancy. Her HIV viral load was 678 copies/mL 1 week prior to delivery. Labor was uncomplicated. Apgar scores were 7 and 8 at 1 and 5 minutes respectively. Physical examination of the newborn shows no abnormalities. Which of the following is the most appropriate next step in the management of this infant?",A: Administer zidovudine | B: HIV antibody testing | C: HIV DNA testing | D: HIV RNA testing | E: Reassurance and follow-up,A,Administer zidovudine,step2&3,data_clean/questions/US/test.jsonl,What is the standard antiretroviral prophylaxis for a newborn infant born to an HIV-positive mother?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 0, ""other_constraints"": [""HIV-exposed infant"", ""mother HIV positive on triple ART"", ""maternal HIV viral load 678 copies/mL""]}","[""A""]","{""A"": ""ADMISSIBLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""INADMISSIBLE_ABS""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,"This is an HIV-exposed infant requiring standard zidovudine prophylaxis per guidelines. The maternal viral load is detectable (678 copies/mL), indicating HIV infection despite ART, making prophylactic AZT the correct intervention. The LLM prior exactly matches this standard of care."
MACB-045,SC_ABSOLUTE_CAND,true,"A 14-year-old girl comes to the physician because she has not yet had her period. She is at the 10th percentile for height and 25th percentile for weight. Examination shows a broad chest with widely spaced nipples, a low posterior hairline, forearms angled 20° away from the body when fully extended, and shortened fourth metacarpals bilaterally. Sexual development is Tanner stage 1. Which of the following statements about this patient's fertility is most accurate?",A: Pregnancy success rate with donor oocytes is similar to patients with primary ovarian failure | B: Administration of gonadotropins will increase the chances of conceiving | C: Impaired tubal ciliary function will prevent natural fertilization | D: The majority of patients become pregnant without medical assistance | E: Functional gametes and the absence of a uterus make surrogacy necessary,A,Pregnancy success rate with donor oocytes is similar to patients with primary ovarian failure,step1,data_clean/questions/US/test.jsonl,What is the standard endocrine therapy for Turner syndrome to induce secondary sexual characteristics and preserve fertility?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 14, ""other_constraints"": [""Turner syndrome (45,XO) with gonadal dysgenesis - streak ovaries, primary amenorrhea, absent puberty""]}",[],"{""A"": ""NOT_APPLICABLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NOT_APPLICABLE,auto:MiniMax-M2.5,"This is a prognosis question about fertility outcomes in Turner syndrome. The patient has gonadal dysgenesis with non-functional streak ovaries (primary ovarian failure). The correct answer (A) accurately states that donor oocyte success rates are similar to other causes of primary ovarian failure. Options B-E are incorrect statements about fertility - gonadotropins won't work with streak ovaries, tubal function isn't the issue, spontaneous pregnancy is rare, and Turner patients typically have a normal uterus. Since this is PROGNOSIS, not TREATMENT, all options are NOT_APPLICABLE."
