sample_id,candidate_tag,no_keyword_flag,question,options_text,answer_idx,answer,meta_info,source_file,parametric_prior_disease_query,patient_profile_json,gold_admissible_set_json,gold_per_action_status_json,gold_scsr_needed,gold_scsr_query,gold_memory_conflict_label,reviewer,notes
MACB-054,SC_ABSOLUTE_CAND,false,"A 52-year-old man presents to his physician after his routine screening revealed that he has elevated liver enzymes. He complains of occasional headaches during the past year, but otherwise feels well. The patient reports that he was involved in a serious car accident in the 1980s. He does not smoke or drink alcohol. He has no history of illicit intravenous drug use. He does not currently take any medications and has no known allergies. His father had a history of alcoholism and died of liver cancer. The patient appears thin. His temperature is 37.8°C (100°F), pulse is 100/min, and blood pressure is 110/70 mm Hg. The physical examination reveals no abnormalities. The laboratory test results show the following:
Complete blood count
Hemoglobin 14 g/dL
Leukocyte count 10,000/mm3
Platelet count 146,000/mm3
Comprehensive metabolic profile
Glucose 150 mg/dL
Albumin 3.2 g/dL
Total bilirubin 1.5 mg/dL
Alkaline phosphatase 75 IU/L
AST 95 IU/L
ALT 73 IU/L
Other lab tests
HIV negative
Hepatitis B surface antigen negative
Hepatitis C antibody positive
HCV RNA positive
HCV genotype 1
A liver biopsy is performed and shows mononuclear infiltrates localized to portal tracts that reveal periportal hepatocyte necrosis. Which of the following is the most appropriate next step in management?",A: Interferon and ribavirin therapy | B: Peginterferon alpha therapy | C: Sofosbuvir and ledipasvir therapy | D: Tenofovir and entecavir therapy | E: Tenofovir and velpatasvir therapy,C,Sofosbuvir and ledipasvir therapy,step2&3,data_clean/questions/US/train.jsonl,What is the standard treatment for chronic hepatitis C infection?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 52, ""other_constraints"": [""HCV genotype 1 infection""]}","[""C""]","{""A"": ""INADMISSIBLE_REL"", ""B"": ""INADMISSIBLE_REL"", ""C"": ""ADMISSIBLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""INADMISSIBLE_ABS""}",true,drug contraindications or dosing in patients with HCV genotype 1 infection,NO_CONFLICT,auto:MiniMax-M2.5,"Question is about HCV treatment for genotype 1. Sofosbuvir/ledipasvir is the appropriate DAA therapy. Options A and B are older interferon-based regimens now second-line. Option D (tenofovir/entecavir) treats HBV, not HCV. Option E has incorrect drug combination for HCV (tenofovir is for HBV, not combined with velpatasvir)."
MACB-055,SC_ABSOLUTE_CAND,false,"A 27-year-old woman presents for a checkup. She is 20 weeks pregnant and has been admitted to the hospital multiple times during her pregnancy for seizures. She has a known seizure disorder but discontinued her valproic acid when she became pregnant. The patient's past medical history is otherwise unremarkable. She does not smoke, drink alcohol, or use any drugs. She generally prefers not to take medications and sees a shaman for her care typically. Given her recent hospitalization, the patient agrees to start carbamazepine. Which of the following is the most appropriate treatment for this patient at this time?",A: Folate | B: Iron | C: Magnesium | D: Vitamin B12 | E: Vitamin D,A,Folate,step2&3,data_clean/questions/US/train.jsonl,What is the most appropriate treatment for seizures in a pregnant patient?,"{""allergies"": [], ""pregnancy"": true, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 27, ""other_constraints"": [""seizure disorder on carbamazepine"", ""history of seizures during pregnancy"", ""discontinued valproic acid due to pregnancy""]}","[""A""]","{""A"": ""ADMISSIBLE"", ""B"": ""NOT_APPLICABLE"", ""C"": ""NOT_APPLICABLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,Carbamazepine is an enzyme inducer that causes folate deficiency and is teratogenic; pregnant patients on carbamazepine require folate supplementation to prevent neural tube defects in the fetus. This is standard obstetric pharmacology.
MACB-056,SC_ABSOLUTE_CAND,false,A 32-year-old woman with bipolar disorder visits her gynecologist because she believes she is pregnant. A urine pregnancy test is performed which confirms she is pregnant. She has mild bipolar disorder for which she takes lithium and admits that she has been taking it ‘on and off’ for 2 years now but has never had any symptoms or episodes of relapse. She says that she had not made contact with her psychiatrist for the past several months because she ‘couldn’t find any time.’ Which of the following is the next best step in the management of this patient?,A: Continue lithium administration through pregnancy | B: Taper lithium and administer valproate | C: Continue lithium administration through pregnancy and add lamotrigine | D: Taper lithium and administer carbamazepine | E: Taper lithium and provide a prescription for clonazepam as needed,E,Taper lithium and provide a prescription for clonazepam as needed,step2&3,data_clean/questions/US/train.jsonl,What is the standard treatment for bipolar disorder during pregnancy?,"{""allergies"": [], ""pregnancy"": true, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 32, ""other_constraints"": [""bipolar disorder - intermittent lithium use for 2 years"", ""no current psychiatric follow-up"", ""no recent relapses reported""]}","[""E""]","{""A"": ""INADMISSIBLE_ABS"", ""B"": ""INADMISSIBLE_ABS"", ""C"": ""INADMISSIBLE_REL"", ""D"": ""INADMISSIBLE_REL"", ""E"": ""ADMISSIBLE""}",true,Lithium contraindications and dosing in pregnancy.,CONFLICT,auto:MiniMax-M2.5,"Lithium is absolutely contraindicated in pregnancy due to teratogenicity (Ebstein's anomaly). Valproate and carbamazepine are also teratogenic. The correct approach is to taper/stop lithium. While benzodiazepines carry risks, clonazepam PRN is the most appropriate acute option given the need to stabilize mood during pregnancy taper and the patient's lack of psychiatric follow-up."
MACB-057,SC_ABSOLUTE_CAND,false,"A 25-year-old woman presents with intense vaginal pruritus and pain for the past week. She says the pain is worse when she urinates. Her last menstrual period was 4 weeks ago. She is sexually active, has a single partner, and uses condoms infrequently. She denies any recent history of fevers, chills, abdominal or flank pain, or menstrual irregularities. Her past medical history is significant for systemic lupus erythematosus (SLE), diagnosed 5 years ago and managed medically. Her current medications include prednisone and oral contraceptives. The patient is afebrile and her vital signs are within normal limits. Physical examination is significant for a small amount of discharge from the vagina, along with severe inflammation and scarring. The discharge is thick, white, and has the consistency of cottage cheese. The vaginal pH is 4.1. The microscopic examination of potassium hydroxide (KOH) mount of the vaginal discharge reveals pseudohyphae. A urine pregnancy test is negative. Which of the following would be the most appropriate treatment for this patient’s condition?",A: Oral metronidazole for the patient alone | B: Oral fluconazole for the patient alone | C: Oral fluconazole for the patient and her sexual partner | D: Oral metronidazole for the patient and her sexual partner | E: A single dose of azithromycin,B,Oral fluconazole for the patient alone,step1,data_clean/questions/US/train.jsonl,"A woman presents with vaginal pruritus, dysuria, and a thick white cottage cheese-like discharge; KOH mount shows pseudohyphae. What is the standard treatment for this condition?","{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 25, ""other_constraints"": [""SLE on immunosuppression with prednisone - immunocompromised state increases candidiasis severity risk""]}","[""B""]","{""A"": ""INADMISSIBLE_ABS"", ""B"": ""ADMISSIBLE"", ""C"": ""INADMISSIBLE_REL"", ""D"": ""INADMISSIBLE_ABS"", ""E"": ""INADMISSIBLE_ABS""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,"Diagnosis is vulvovaginal candidiasis confirmed by cottage cheese discharge and pseudohyphae on KOH. Standard treatment is oral fluconazole 150mg single dose, appropriate for this non-pregnant patient. Metronidazole treats bacterial vaginosis/trichomoniasis, not candidiasis. Partner treatment is not indicated for uncomplicated candidiasis."
MACB-058,SC_ABSOLUTE_CAND,false,You are counseling a pregnant woman who plans to breast-feed exclusively regarding her newborn's nutritional requirements. The child was born at home and the mother only plans for her newborn to receive vaccinations but no other routine medical care. Which vitamins should be given to the newborn?,A: Folic acid | B: Vitamin B6 | C: Vitamin K | D: Vitamin D | E: Vitamin K and Vitamin D,E,Vitamin K and Vitamin D,step1,data_clean/questions/US/train.jsonl,Which vitamins should be given to a newborn?,"{""allergies"": [], ""pregnancy"": true, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": null, ""other_constraints"": [""home_birth"", ""exclusive_breastfeeding"", ""refusing_routine_medical_care_except_vaccinations""]}","[""A"", ""B"", ""C"", ""D"", ""E""]","""ADMISSIBLE""",false,,NO_CONFLICT,,"This question tests standard newborn vitamin supplementation guidelines. All newborns require Vitamin K injection shortly after birth to prevent hemorrhagic disease of the newborn, due to immature liver function and inadequate placental transfer. Exclusively breastfed infants also require Vitamin D supplementation (400 IU daily) because breast milk is low in vitamin D and infants need it for calcium absorption and bone mineralization. Folic acid and vitamin B6 are not routinely supplemented in newborns as deficiencies are uncommon and these nutrients are adequately obtained through breastfeeding or formula. The correct answer E includes both vitamin K (given IM at birth) and vitamin D (given daily orally)."
MACB-059,SC_ABSOLUTE_CAND,false,"A 27-year-old woman presents to her obstetrician for a regular follow-up appointment. The patient is 32 weeks pregnant. She has been followed throughout her pregnancy and has been compliant with care. The patient has a past medical history of a seizure disorder which is managed with valproic acid as well as anaphylaxis when given IV contrast, penicillin, or soy. During the patient's pregnancy she has discontinued her valproic acid and is currently taking prenatal vitamins, folic acid, iron, and fish oil. At this visit, results are notable for mild anemia, as well as positive findings for an organism on darkfield microscopy. The patient is up to date on her vaccinations and her blood glucose is 117 mg/dL at this visit. Her blood pressure is 145/99 mmHg currently. Which of the following is the most appropriate management for this patient?","A: Azithromycin and ceftriaxone | B: Ceftriaxone | C: Doxycycline | D: Insulin, exercise, folic acid, and iron | E: Penicillin",E,Penicillin,step2&3,data_clean/questions/US/train.jsonl,What is the standard treatment for syphilis in a pregnant patient?,"{""allergies"": [""penicillin"", ""IV contrast"", ""soy""], ""pregnancy"": true, ""age_years"": 27, ""gestational_age_weeks"": 32, ""past_medical_history"": [""seizure disorder""], ""current_medications"": [""prenatal vitamins"", ""folic acid"", ""iron"", ""fish oil""], ""clinical_findings"": {""syphilis"": ""positive on darkfield microscopy"", ""anemia"": ""mild"", ""blood_pressure"": ""145/99 mmHg"", ""blood_glucose"": ""117 mg/dL""}}","[""E""]","{""conflicting_element"": ""penicillin allergy"", ""rationale_for_gold"": ""In pregnancy, penicillin is the only recommended treatment for syphilis to prevent congenital syphilis; the allergy may be manageable or the question tests recognition of syphilis severity"", ""E"": ""ADMISSIBLE""}",true,"What are the contraindications or dose adjustments for antiepileptic drugs in a 32‑week pregnant patient with a seizure disorder, allergies to penicillin, IV contrast, and soy, mild anemia, and hypertension?",CONFLICT,reannotation:MiniMax-M2.5,"The patient has syphilis on darkfield microscopy; penicillin is the gold standard for syphilis in pregnancy despite the listed allergy, making option E the correct answer."
MACB-060,SC_ABSOLUTE_CAND,false,A 2300-g (5-lb 1-oz) male newborn is delivered to a 29-year-old primigravid woman. The mother has HIV and received triple antiretroviral therapy during pregnancy. Her HIV viral load was 678 copies/mL 1 week prior to delivery. Labor was uncomplicated. Apgar scores are 7 and 8 at 1 and 5 minutes respectively. Physical examination of the newborn shows no abnormalities. Which of the following is the most appropriate next step in management of this infant?,"A: HIV antibody testing | B: Administer zidovudine, lamivudine and nevirapine | C: Administer lamivudine and nevirapine | D: Administer nevirapine | E: Administer zidovudine",E,Administer zidovudine,step2&3,data_clean/questions/US/train.jsonl,What is the standard antiretroviral prophylaxis for an infant born to an HIV-positive mother?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 0, ""other_constraints"": [""HIV-exposed infant"", ""Mother HIV positive on triple ART"", ""Maternal viral load 678 copies/mL (detectable but <1000)"", ""Low birth weight 2300g""]}","[""E""]","{""A"": ""NOT_APPLICABLE"", ""B"": ""INADMISSIBLE_REL"", ""C"": ""INADMISSIBLE_REL"", ""D"": ""INADMISSIBLE_REL"", ""E"": ""ADMISSIBLE""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,"Standard prophylaxis for HIV-exposed infants with maternal viral load <1000 copies/mL is zidovudine monotherapy for 4-6 weeks. Triple or dual antiretroviral prophylaxis (options B, C, D) is only indicated for mothers with higher viral loads or suboptimal ART suppression, which does not apply here."
MACB-061,SC_ABSOLUTE_CAND,false,"A 24-year-old woman at 36 weeks pregnant presents to the emergency department with a headache and abdominal pain. The woman has no known past medical history and has inconsistently followed up with an obstetrician for prenatal care. Her temperature is 98.5°F (36.9°C), blood pressure is 163/101 mmHg, pulse is 90/min, respirations are 16/min, and oxygen saturation is 97% on room air. Prior to performing the physical exam, the patient experiences a seizure, which resolves after 60 seconds. Which of the following is the best management for this patient?","A: Diazepam, magnesium, and continuous monitoring | B: Magnesium and continuous monitoring | C: Magnesium and cesarean section | D: Magnesium and labetalol | E: Nifedipine and cesarean section",C,Magnesium and cesarean section,step2&3,data_clean/questions/US/train.jsonl,What is the best management for eclampsia in a pregnant patient?,"{""allergies"": [], ""pregnancy"": true, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 24, ""other_constraints"": [""36 weeks pregnant"", ""eclampsia (seizure)"", ""severe hypertension (163/101 mmHg)"", ""inconsistent prenatal care""]}","[""C""]","{""A"": ""INADMISSIBLE_REL"", ""B"": ""INADMISSIBLE_REL"", ""C"": ""ADMISSIBLE"", ""D"": ""INADMISSIBLE_REL"", ""E"": ""INADMISSIBLE_REL""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,"This is a case of eclampsia at 36 weeks gestation. The correct management is magnesium sulfate for seizure control/prophylaxis with delivery via cesarean section. Options A, B, D, and E are incomplete or suboptimal - diazepam is not first-line, labetalol/nifedipine don't address the need for delivery, and option B lacks delivery despite needing it at term with eclampsia."
MACB-062,SC_ABSOLUTE_CAND,false,"A 72-year-old man presents to the physician with blood in his sputum for 3 days. He also mentions that he has had a cough for the last 3 months but thought that it was because of the winter season. He also has often experienced fatigue recently. His temperature is 37.0°C (98.6°F), the respiratory rate is 15/min, the pulse is 67/min, and the blood pressure is 122/98 mm Hg. Auscultation of his chest reveals normal heart sounds but localized rhonchi over the right infrascapular region. A detailed diagnostic evaluation including a complete blood count and other serum biochemistry, chest radiogram, computed tomography of chest and abdomen, magnetic resonance imaging of the brain, bone scan, and pulmonary function tests are ordered, which confirm a diagnosis of limited-disease small cell lung cancer of 2.5 cm (1 in) in diameter, located in the lower lobe of the right lung, with the involvement of ipsilateral hilar lymph nodes and intrapulmonary lymph nodes. The mediastinal, subcarinal, scalene or supraclavicular lymph nodes are not involved, and there is no distant metastasis. There is no additional comorbidity and his performance status is good. The patient does not have any contraindication to any chemotherapeutic agents or radiotherapy. Which of the following is the best treatment option for this patient?",A: Lobectomy with adjuvant topotecan-based chemotherapy | B: Pneumonectomy with adjuvant platinum-based chemotherapy and thoracic radiation therapy | C: Platinum-based chemotherapy plus etoposide and thoracic radiation therapy | D: Topotecan-based chemotherapy plus thoracic radiation therapy | E: Thoracic radiation therapy followed by prophylactic cranial irradiation,C,Platinum-based chemotherapy plus etoposide and thoracic radiation therapy,step2&3,data_clean/questions/US/train.jsonl,What is the standard first‑line treatment for limited‑stage small cell lung cancer?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 72, ""other_constraints"": [""limited-stage small cell lung cancer"", ""good performance status"", ""no contraindications to chemotherapy or radiotherapy""]}","[""C""]","{""A"": ""INADMISSIBLE_ABS"", ""B"": ""INADMISSIBLE_ABS"", ""C"": ""ADMISSIBLE"", ""D"": ""INADMISSIBLE_REL"", ""E"": ""INADMISSIBLE_ABS""}",true,What are the drug contraindications and dosing recommendations for elderly patients (age ≥ 70)?,NO_CONFLICT,auto:MiniMax-M2.5,"For limited-stage small cell lung cancer, concurrent chemoradiation with platinum-etoposide is the standard of care. Surgery (options A and B) is not indicated for SCLC, topotecan (option D) is second-line not first-line, and omitting chemotherapy (option E) is inadequate. The LLM prior correctly identifies the standard treatment."
MACB-063,SC_ABSOLUTE_CAND,false,"A 25-year-old G2P1 woman at 28 weeks estimated gestational age presents with questions on getting epidural anesthesia for her upcoming delivery. She has not received any prenatal care until now. Her previous pregnancy was delivered safely at home by an unlicensed midwife, but she would like to receive an epidural for this upcoming delivery. Upon inquiry, she admits that she desires a ''fully natural experience'' and has taken no supplements or shots during or after her 1st pregnancy. Her 1st child also did not receive any post-delivery injections or vaccinations but is currently healthy. The patient has an A (-) negative blood group, while her husband has an O (+) positive blood group. Which of the following should be administered immediately in this patient to prevent a potentially serious complication during delivery?",A: Iron supplements | B: Folic acid | C: Vitamin K | D: Anti-RhO(D) immunoglobulin | E: Vitamin D,D,Anti-RhO(D) immunoglobulin,step1,data_clean/questions/US/train.jsonl,What is the standard treatment to prevent Rh isoimmunization in a Rh-negative pregnant patient at 28 weeks gestation?,"{""allergies"": [], ""pregnancy"": true, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 25, ""other_constraints"": [""G2P1 (second pregnancy)"", ""Blood type A negative (Rh negative)"", ""Husband O positive (Rh positive)"", ""No prenatal care in first pregnancy"", ""No Rh immunoglobulin received in previous pregnancy""]}","[""D""]","{""A"": ""INADMISSIBLE_REL"", ""B"": ""INADMISSIBLE_REL"", ""C"": ""INADMISSIBLE_REL"", ""D"": ""ADMISSIBLE"", ""E"": ""INADMISSIBLE_REL""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,"Patient is Rh-negative (A-) with Rh-positive husband, placing fetus at risk for Rh incompatibility. As a G2P1 who received no Rh immunoglobulin in her first pregnancy, she requires Anti-RhO(D) immunoglobulin now at 28 weeks to prevent Rh isoimmunization, which could cause hemolytic disease in the current or future fetuses."
MACB-064,SC_ABSOLUTE_CAND,false,"A 25-year-old female with a history of childhood asthma presents to clinic complaining of a three month history of frequent, loose stools. She currently has three to four bowel movements per day, and she believes that these episodes have been getting worse and are associated with mild abdominal pain. She also endorses seeing red blood on the toilet tissue. On further questioning, she also endorses occasional palpitations over the past few months. She denies fevers, chills, headache, blurry vision, cough, shortness of breath, wheezing, nausea, or vomiting. She describes her mood as slightly irritable and she has been sleeping poorly. A review of her medical chart reveals a six pound weight loss since her visit six months ago, but she says her appetite has been normal. The patient denies any recent illness or travel. She is a non-smoker. Her only current medication is an oral contraceptive pill.

Her temperature is 37°C (98.6°F), pulse is 104/min, blood pressure is 95/65 mmHg, respirations are 16/min, and oxygen saturation is 99% on room air. On physical exam, the physician notes that her thyroid gland appears symmetrically enlarged but is non-tender to palpation. Upon auscultation there is an audible thyroid bruit. Her cranial nerve is normal and ocular exam reveals exophthalmos. Her abdomen is soft and non-tender to palpation. Deep tendon reflexes are 3+ throughout. Lab results are as follows:

Serum:
Na+: 140 mEq/L
K+: 4.1 mEq/L
Cl-: 104 mEq/L
HCO3-: 26 mEql/L
BUN: 18 mg/dL
Creatinine 0.9 mg/dL

Hemoglobin: 14.0 g/dL
Leukocyte count: 7,400/mm^3
Platelet count 450,000/mm^3
TSH & Free T4: pending

A pregnancy test is negative. The patient is started on propranolol for symptomatic relief. What is the most likely best next step in management for this patient?",A: IV hydrocortisone | B: Propylthiouracil | C: Adalimumab | D: Thyroid scintigraphy with I-123 | E: Surgical thyroidectomy,B,Propylthiouracil,step2&3,data_clean/questions/US/train.jsonl,What is the standard first-line treatment for hyperthyroidism?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 25, ""other_constraints"": []}","[""B""]","{""A"": ""INADMISSIBLE_ABS"", ""B"": ""ADMISSIBLE"", ""C"": ""INADMISSIBLE_ABS"", ""D"": ""NOT_APPLICABLE"", ""E"": ""INADMISSIBLE_REL""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,"Patient has classic thyrotoxicosis (tachycardia, weight loss, diarrhea, exophthalmos, goiter with bruit, 3+ DTRs). PTU is an appropriate antithyroid medication for Grave's disease and is specifically listed as the correct answer. Propylthiouracil blocks peripheral conversion of T4 to T3 and is a standard treatment for hyperthyroidism."
MACB-065,SC_ABSOLUTE_CAND,false,"A 2-week-old female newborn is brought to the physician for the evaluation of red eyes with discharge for 2 days. She was born at 39 weeks' gestation to a 22-year-old woman. Pregnancy and delivery were uncomplicated. The mother received irregular prenatal care during the second half of the pregnancy. The newborn weighed 3700 g (8 lb 2.5 oz) at birth, and no congenital anomalies were noted. She currently weighs 4000 g (8 lb 13 oz). Examination of the newborn shows pink skin. The lungs are clear to auscultation. There is mucopurulent discharge in both eyes and mild eyelid swelling. Polymerase chain reaction assay of conjunctival scraping confirms the diagnosis. Which of the following is the most appropriate next step in management?",A: Reassurance and follow-up in 1 week | B: Intravenous acyclovir administration | C: Oral doxycycline administration | D: Oral erythromycin administration | E: Topical silver nitrate administration,D,Oral erythromycin administration,step2&3,data_clean/questions/US/train.jsonl,What is the standard treatment for neonatal conjunctivitis?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 0.04, ""other_constraints"": [""neonate - 2 weeks old""]}","[""D""]","{""A"": ""INADMISSIBLE_ABS"", ""B"": ""INADMISSIBLE_ABS"", ""C"": ""INADMISSIBLE_ABS"", ""D"": ""ADMISSIBLE"", ""E"": ""INADMISSIBLE_ABS""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,"The PCR-confirmed diagnosis is neonatal chlamydial conjunctivitis (presenting 5-14 days after birth with mucopurulent discharge). Oral erythromycin is the appropriate treatment for a 2-week-old infant; doxycycline is contraindicated in infants, IV acyclovir is for HSV, and reassurance/topical silver nitrate are inappropriate for established infection."
MACB-066,SC_ABSOLUTE_CAND,false,"A 3500-g (7.7-lbs) girl is delivered at 39 weeks' gestation to a 27-year-old woman, gravida 2, para 1. Apgar scores are 8 and 9 at 1 and 5 minutes, respectively. The mother had regular prenatal visits throughout the pregnancy. She did not smoke or drink alcohol. She took multivitamins as prescribed by her physician. The newborn appears active. The girl's temperature is 37°C (98.6°F), pulse is 120/min, and blood pressure is 55/35 mm Hg. Examination in the delivery room shows clitoromegaly. One day later, laboratory studies show:
Hemoglobin 12.8 g/dL
Leukocyte count 6,000/mm3
Platelet count 240,000/mm3
Serum
Na+ 133 mEq/L
K+ 5.2 mEq/L
Cl− 101 mEq/L
HCO3− 21 mEq/L
Urea nitrogen 15 mg/dL
Creatinine 0.8 mg/dL
Ultrasound of the abdomen and pelvis shows normal uterus and normal ovaries. Which of the following is the most appropriate next step in the management of this newborn patient?""",A: Hydrocortisone and fludrocortisone therapy | B: Estrogen replacement therapy | C: Genital reconstruction surgery | D: Dexamethasone therapy | E: Spironolactone therapy,A,Hydrocortisone and fludrocortisone therapy,step2&3,data_clean/questions/US/train.jsonl,What is the standard treatment for congenital adrenal hyperplasia due to 21-hydroxylase deficiency in a newborn?,"{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 0, ""other_constraints"": [""newborn female with clitoromegaly and ambiguous genitalia - suspected congenital adrenal hyperplasia""]}","[""A""]","{""A"": ""ADMISSIBLE"", ""B"": ""INADMISSIBLE_ABS"", ""C"": ""NOT_APPLICABLE"", ""D"": ""INADMISSIBLE_ABS"", ""E"": ""INADMISSIBLE_ABS""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,"Classic presentation of congenital adrenal hyperplasia (CAH) with clitoromegaly in a newborn female. The correct treatment is immediate glucocorticoid (hydrocortisone) and mineralocorticoid (fludrocortisone) replacement to prevent adrenal crisis and suppress excess adrenal androgen production. Estrogen replacement, dexamethasone (not standard for neonatal treatment), and spironolactone are not appropriate for this patient."
MACB-067,SC_ABSOLUTE_CAND,false,"A 26-year-old G1P0 presents to her first obstetric visit after having a positive urine pregnancy test at home. Her last menstrual period was 9 weeks ago. She has no past medical history, but her mother has rheumatoid arthritis. The patient states that for several weeks, she has felt especially warm, even when her co-workers do not, and had muscle weakness. She also complains of mood swings and fatigue. At this visit, her temperature is 99.0°F (37.2°C), blood pressure is 140/81 mmHg, pulse is 106/min, and respirations are 17/min. Physical exam is notable for 3+ deep tendon reflexes bilaterally and 4/5 strength in both hips and shoulders. Ultrasound confirms the presence of a heart beat and shows a crown rump length that is consistent with a gestational age of 9 weeks and 3 days. Which of the following is the best therapy for this patient?",A: Radioactive thyroid ablation (I-31) | B: Methimazole | C: Propylthiouracil | D: Prednisone | E: Intravenous immunoglobulin,C,Propylthiouracil,step2&3,data_clean/questions/US/train.jsonl,What is the best therapy for hyperthyroidism in a pregnant patient?,"{""allergies"": [], ""pregnancy"": true, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 26, ""other_constraints"": [""9 weeks gestation - first trimester"", ""suspected hyperthyroidism/Graves disease""]}","[""C""]","{""A"": ""INADMISSIBLE_ABS"", ""B"": ""INADMISSIBLE_ABS"", ""C"": ""ADMISSIBLE"", ""D"": ""NOT_APPLICABLE"", ""E"": ""NOT_APPLICABLE""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,"PTU is the preferred treatment for hyperthyroidism in pregnancy, especially first trimester, due to lower teratogenic risk compared to methimazole. Radioactive iodine ablation is absolutely contraindicated in pregnancy as it can damage fetal thyroid."
MACB-068,SC_ABSOLUTE_CAND,false,"A 74-year-old woman presents to the emergency department for shortness of breath and bilateral lower extremity pitting edema. She has had exacerbations like this in the past and notes that she has not been taking her home heart medications as scheduled. Review of systems is negative for any other symptoms including GI, urinary, and musculoskeletal symptoms. Physical exam reveals bilateral pulmonary crackles, lower extremity pitting edema that extends to the hip, and no abdominal tenderness. Neurological exam is unremarkable and the patient is at her baseline mental status. She is subsequently started on BiPAP, given furosemide, and admitted to the hospital. Routine admission workup includes urinalysis, which shows >100,000 cfu/mL of E. coli. She has no known drug allergies. Which of the following is the most appropriate treatment for this patient for this finding?",A: Ceftriaxone | B: Levofloxacin | C: Nitrofurantoin | D: No treatment | E: Trimethoprim-sulfamethoxazole,D,No treatment,step2&3,data_clean/questions/US/train.jsonl,"What is the appropriate treatment for an elderly patient with asymptomatic bacteriuria (positive urine culture >100,000 cfu/mL E. coli) without urinary symptoms?","{""allergies"": [], ""pregnancy"": false, ""renal_impairment"": null, ""hepatic_impairment"": null, ""age_years"": 74, ""other_constraints"": []}","[""D""]","{""A"": ""INADMISSIBLE_REL"", ""B"": ""INADMISSIBLE_REL"", ""C"": ""INADMISSIBLE_REL"", ""D"": ""ADMISSIBLE"", ""E"": ""INADMISSIBLE_REL""}",false,,NO_CONFLICT,auto:MiniMax-M2.5,"This question tests the classic USMLE concept that asymptomatic bacteriuria (>100,000 cfu/mL in an elderly patient without urinary symptoms) should not be treated with antibiotics. The LLM prior correctly identifies that no treatment is appropriate, aligning with standard guidelines."
